时间,设备编号,顶板离层速率,锚杆轴力增量,锚索轴力增量,支架阻力,涌水量,微震能量,距水体/岩溶体距离,数据质量,风险等级
2025/12/1 20:43,监测1,0,0,0,0.55,15.25,77.47,9.46,正常,一般风险
2025/12/1 20:41,监测1,0,0,0,0.51,9.82,107.61,9.45,正常,一般风险
2025/12/1 20:39,监测1,0,0,0,0.52,10.16,93.38,9.44,正常,一般风险
2025/12/1 20:36,监测1,0,0,0,0.51,14.04,78.09,9.43,正常,一般风险
2025/12/1 20:34,监测1,0,0,0,0.52,10.72,79.51,9.41,正常,一般风险
2025/12/1 20:32,监测1,0,0,0,0.54,13.49,57.06,9.4,正常,一般风险
2025/12/1 20:30,监测1,0,0,0,0.51,15.93,100.79,9.39,正常,一般风险
2025/12/1 20:27,监测1,0,0,0,0.54,11.73,88.54,9.38,正常,一般风险
2025/12/1 20:25,监测1,1.05,1.75,1.76,0.56,18.47,250.93,9.36,正常,一般风险
2025/12/1 20:23,监测1,1.13,1.88,1.9,0.57,23.12,263.25,9.35,正常,一般风险
2025/12/1 20:21,监测1,0,0,0,0.53,16.16,99.92,9.34,正常,一般风险
2025/12/1 20:18,监测1,0,0,0,0.52,14.3,88.76,9.33,正常,一般风险
2025/12/1 20:16,监测1,0,0,0,0.52,12.8,100.69,9.31,正常,一般风险
2025/12/1 20:14,监测1,0,0,0,0.52,16.51,62.84,9.3,正常,一般风险
2025/12/1 20:10,监测1,1.01,1.68,1.7,0.58,20.97,250.69,9.29,正常,一般风险
2025/12/1 20:08,监测1,0,0,0,0.55,9.43,51.81,9.28,正常,一般风险
2025/12/1 20:06,监测1,1.16,1.93,1.96,0.59,20.44,213.81,9.26,正常,一般风险
2025/12/1 20:04,监测1,1.04,1.73,1.76,0.57,24.19,235.94,9.25,正常,一般风险
2025/12/1 20:01,监测1,0,0,0,0.54,13.42,104.43,9.24,正常,一般风险
2025/12/1 19:59,监测1,0,0,0,0.54,13.58,70.48,9.23,正常,一般风险
2025/12/1 19:57,监测1,0,0,0,0.54,9.2,96.35,9.21,正常,一般风险
2025/12/1 19:55,监测1,0,0,0,0.52,11.33,98.32,9.2,正常,一般风险
2025/12/1 19:52,监测1,0,0,0,0.53,16.31,108.98,9.19,正常,一般风险
2025/12/1 19:50,监测1,0,0,0,0.51,14.72,98.03,9.18,正常,一般风险
2025/12/1 19:48,监测1,1.21,2.02,2.05,0.56,23.47,286.8,9.16,正常,一般风险
2025/12/1 19:46,监测1,0,0,0,0.53,14.54,81.18,9.15,正常,一般风险
2025/12/1 19:43,监测1,0,0,0,0.54,15.3,58.12,9.14,正常,一般风险
2025/12/1 19:41,监测1,0,0,0,0.54,12.76,66.2,9.13,正常,一般风险
2025/12/1 19:39,监测1,0,0,0,0.51,15.35,91.56,9.11,正常,一般风险
2025/12/1 19:37,监测1,0,0,0,0.54,12.43,70.85,9.1,正常,一般风险
2025/12/1 19:34,监测1,0,0,0,0.54,11.82,68.43,9.09,正常,一般风险
2025/12/1 19:32,监测1,0,0,0,0.55,15.78,92.52,9.08,正常,一般风险
2025/12/1 19:30,监测1,0,0,0,0.54,15.14,101.72,9.06,正常,一般风险
2025/12/1 19:27,监测1,0,0,0,0.52,10.02,104,9.05,正常,一般风险
2025/12/1 19:24,监测1,0,0,0,0.51,11.19,107.57,9.04,正常,一般风险
2025/12/1 19:22,监测1,1.07,1.78,1.83,0.55,19.63,251.3,9.03,正常,一般风险
2025/12/1 19:20,监测1,1.06,1.77,1.81,0.55,23.31,270.39,9.01,正常,一般风险
2025/12/1 19:17,监测1,0,0,0,0.54,10.61,89.06,9,正常,一般风险
2025/12/1 19:15,监测1,0,0,0,0.51,10.56,108.44,8.99,正常,一般风险
2025/12/1 19:13,监测1,0,0,0,0.52,14.7,109.05,8.98,正常,一般风险
2025/12/1 19:11,监测1,0,0,0,0.53,11.78,76.16,8.96,正常,一般风险
2025/12/1 19:08,监测1,0,0,0,0.52,10.83,87.87,8.95,正常,一般风险
2025/12/1 19:06,监测1,0,0,0,0.51,11.57,91.86,8.94,正常,一般风险
2025/12/1 19:04,监测1,0,0,0,0.54,10.37,80.7,8.93,正常,一般风险
2025/12/1 19:01,监测1,0,0,0,0.53,9.23,61.29,8.91,正常,一般风险
2025/12/1 18:59,监测1,0,0,0,0.54,14.39,91.52,8.9,正常,一般风险
2025/12/1 18:57,监测1,0,0,0,0.54,16.34,109.77,8.89,正常,一般风险
2025/12/1 18:55,监测1,0,0,0,0.53,13.78,89.54,8.88,正常,一般风险
2025/12/1 18:52,监测1,0,0,0,0.52,11.73,95.05,8.86,正常,一般风险
2025/12/1 18:50,监测1,0,0,0,0.51,15.28,62.85,8.85,正常,一般风险
2025/12/1 18:48,监测1,0,0,0,0.53,10.78,105.36,8.84,正常,一般风险
2025/12/1 18:46,监测1,1.06,1.77,1.82,0.55,22.19,224.99,8.83,正常,一般风险
2025/12/1 18:43,监测1,1.26,2.1,2.17,0.57,21.62,245.28,8.81,正常,一般风险
2025/12/1 18:41,监测1,0,0,0,0.54,11.93,80.49,8.8,正常,一般风险
2025/12/1 18:38,监测1,0,0,0,0.53,11.48,68.27,8.79,正常,一般风险
2025/12/1 18:35,监测1,1.03,1.72,1.77,0.55,23.43,255.72,8.78,正常,一般风险
2025/12/1 18:33,监测1,0,0,0,0.51,13.43,82.76,8.76,正常,一般风险
2025/12/1 18:31,监测1,0,0,0,0.53,9.93,80.37,8.75,正常,一般风险
2025/12/1 18:29,监测1,0,0,0,0.51,10.38,58.26,8.74,正常,一般风险
2025/12/1 18:26,监测1,0,0,0,0.54,12.39,68.53,8.73,正常,一般风险
2025/12/1 18:24,监测1,0,0,0,0.52,10.55,52.48,8.71,正常,一般风险
2025/12/1 18:22,监测1,1.19,1.98,2.05,0.59,21.31,239.77,8.7,正常,一般风险
2025/12/1 18:20,监测1,0,0,0,0.52,14.37,66.31,8.69,正常,一般风险
2025/12/1 18:17,监测1,0,0,0,0.54,12.23,56.74,8.68,正常,一般风险
2025/12/1 18:15,监测1,0,0,0,0.52,12.42,94.87,8.66,正常,一般风险
2025/12/1 18:13,监测1,0,0,0,0.53,9.54,60.68,8.65,正常,一般风险
2025/12/1 18:10,监测1,0,0,0,0.53,13.05,102.22,8.64,正常,一般风险
2025/12/1 18:08,监测1,0,0,0,0.52,11.75,95.43,8.63,正常,一般风险
2025/12/1 18:06,监测1,1.17,1.95,2.02,0.57,22.34,283.2,8.61,正常,一般风险
2025/12/1 18:04,监测1,0,0,0,0.52,9.2,82.05,8.6,正常,一般风险
2025/12/1 18:01,监测1,0,0,0,0.52,12.96,106.21,8.59,正常,一般风险
2025/12/1 17:59,监测1,0,0,0,0.54,12.64,92.06,8.58,正常,一般风险
2025/12/1 17:57,监测1,0,0,0,0.51,12.9,72.2,8.56,正常,一般风险
2025/12/1 17:55,监测1,0,0,0,0.53,13.87,89.58,8.55,正常,一般风险
2025/12/1 17:51,监测1,0,0,0,0.54,9.73,102.65,8.54,正常,一般风险
2025/12/1 17:49,监测1,1.05,1.75,1.82,0.56,21.91,244.99,8.53,正常,一般风险
2025/12/1 17:47,监测1,1.26,2.1,2.18,0.58,23.48,240.91,8.51,正常,一般风险
2025/12/1 17:44,监测1,0,0,0,0.52,13.66,72.94,8.5,正常,一般风险
2025/12/1 17:42,监测1,1.18,1.97,2.04,0.59,24.15,276.01,8.49,正常,一般风险
2025/12/1 17:40,监测1,0,0,0,0.51,10.19,73.73,8.48,正常,一般风险
2025/12/1 17:38,监测1,0,0,0,0.52,10.28,74.48,8.46,正常,一般风险
2025/12/1 17:35,监测1,0,0,0,0.54,10.22,52.24,8.45,正常,一般风险
2025/12/1 17:33,监测1,0,0,0,0.52,11.15,77.48,8.44,正常,一般风险
2025/12/1 17:31,监测1,0,0,0,0.54,12.46,76.99,8.43,正常,一般风险
2025/12/1 17:29,监测1,0,0,0,0.54,12.53,111.03,8.41,正常,一般风险
2025/12/1 17:26,监测1,0,0,0,0.52,16.2,107.89,8.4,正常,一般风险
2025/12/1 17:24,监测1,0,0,0,0.53,11.42,86.47,8.39,正常,一般风险
2025/12/1 17:22,监测1,0,0,0,0.54,13.47,106.36,8.38,正常,一般风险
2025/12/1 17:17,监测1,0,0,0,0.51,9.75,65.99,8.36,正常,一般风险
2025/12/1 17:15,监测1,0,0,0,0.53,10.59,54.01,8.35,正常,一般风险
2025/12/1 17:13,监测1,0,0,0,0.52,13.78,96.81,8.34,正常,一般风险
2025/12/1 17:11,监测1,0,0,0,0.52,10.2,57.05,8.33,正常,一般风险
2025/12/1 17:08,监测1,1.28,2.13,2.22,0.56,24.96,247.95,8.31,正常,一般风险
2025/12/1 17:05,监测1,0,0,0,0.53,10.28,63.81,8.3,正常,一般风险
2025/12/1 17:03,监测1,0,0,0,0.53,12.77,65.06,8.29,正常,一般风险
2025/12/1 17:00,监测1,0,0,0,0.54,14.33,95.1,8.28,正常,一般风险
2025/12/1 16:58,监测1,0,0,0,0.54,11.26,108.25,8.26,正常,一般风险
2025/12/1 16:56,监测1,0,0,0,0.51,10.03,99.85,8.25,正常,一般风险
2025/12/1 16:54,监测1,0,0,0,0.51,12.27,110.72,8.24,正常,一般风险
2025/12/1 16:51,监测1,1.25,2.08,2.17,0.59,20.1,244.39,8.23,正常,一般风险
2025/12/1 16:49,监测1,0,0,0,0.54,16.37,66.76,8.21,正常,一般风险
2025/12/1 16:47,监测1,0,0,0,0.54,16.17,54.09,8.2,正常,一般风险
2025/12/1 16:45,监测1,0,0,0,0.55,15.51,86.65,8.19,正常,一般风险
2025/12/1 16:42,监测1,0,0,0,0.51,12.64,104.58,8.18,正常,一般风险
2025/12/1 16:40,监测1,0,0,0,0.55,12.18,66.87,8.16,正常,一般风险
2025/12/1 16:38,监测1,1.22,2.03,2.11,0.57,22.93,286.95,8.15,正常,一般风险
2025/12/1 16:36,监测1,0,0,0,0.54,13.64,90.64,8.14,正常,一般风险
2025/12/1 16:33,监测1,0,0,0,0.51,14.53,84.29,8.13,正常,一般风险
2025/12/1 16:31,监测1,1.08,1.8,1.87,0.55,23.19,242.53,8.11,正常,一般风险
2025/12/1 16:29,监测1,0,0,0,0.51,10.73,93.28,8.1,正常,一般风险
2025/12/1 16:26,监测1,0,0,0,0.54,9.29,84.75,8.09,正常,一般风险
2025/12/1 16:24,监测1,0,0,0,0.54,10.75,91.15,8.08,正常,一般风险
2025/12/1 16:22,监测1,1.26,2.1,2.18,0.58,21.78,232.11,8.06,正常,一般风险
2025/12/1 16:19,监测1,0,0,0,0.54,13.2,92.73,8.05,正常,一般风险
2025/12/1 16:16,监测1,0,0,0,0.52,14.72,61.9,8.04,正常,一般风险
2025/12/1 16:14,监测1,0,0,0,0.54,10.79,76.5,8.03,正常,一般风险
2025/12/1 16:12,监测1,0,0,0,0.51,12.14,103.51,8.01,正常,一般风险
2025/12/1 16:09,监测1,0,0,0,0.54,11.33,85.16,8,正常,一般风险
2025/12/1 16:07,监测1,1.04,1.73,1.8,0.56,21.71,208.63,7.99,正常,一般风险
2025/12/1 16:05,监测1,0,0,0,0.53,9.99,104.5,7.98,正常,一般风险
2025/12/1 16:03,监测1,0,0,0,0.53,9.61,105.05,7.96,正常,一般风险
2025/12/1 16:00,监测1,1.26,2.1,2.17,0.58,22.03,289.93,7.95,正常,一般风险
2025/12/1 15:58,监测1,0,0,0,0.54,15.4,100.63,7.94,正常,一般风险
2025/12/1 15:56,监测1,1.17,1.95,2.02,0.56,23.6,257.32,7.93,正常,一般风险
2025/12/1 15:54,监测1,1.1,1.83,1.9,0.56,20.79,232.12,7.91,正常,一般风险
2025/12/1 15:51,监测1,0,0,0,0.51,10.22,110.19,7.9,正常,一般风险
2025/12/1 15:49,监测1,0,0,0,0.53,15.02,99.01,7.89,正常,一般风险
2025/12/1 15:47,监测1,0,0,0,0.53,15.17,102.79,7.88,正常,一般风险
2025/12/1 15:45,监测1,0,0,0,0.51,11.29,71.7,7.86,正常,一般风险
2025/12/1 15:42,监测1,0,0,0,0.53,15.46,69.5,7.85,正常,一般风险
2025/12/1 15:40,监测1,0,0,0,0.53,12.18,101.36,7.84,正常,一般风险
2025/12/1 15:38,监测1,1.1,1.83,1.89,0.56,24.45,267.35,7.83,正常,一般风险
2025/12/1 15:35,监测1,0,0,0,0.54,12.96,71.19,7.81,正常,一般风险
2025/12/1 15:32,监测1,0,0,0,0.53,12.39,55.77,7.8,正常,一般风险
2025/12/1 15:30,监测1,0,0,0,0.53,15.05,94.63,7.79,正常,一般风险
2025/12/1 15:28,监测1,0,0,0,0.52,13.93,108.8,7.78,正常,一般风险
2025/12/1 15:25,监测1,1.07,1.78,1.83,0.57,24.48,235.04,7.76,正常,一般风险
2025/12/1 15:23,监测1,0,0,0,0.53,16.02,108.73,7.75,正常,一般风险
2025/12/1 15:21,监测1,0,0,0,0.54,16.48,73.25,7.74,正常,一般风险
2025/12/1 15:18,监测1,0,0,0,0.52,11.41,75.24,7.73,正常,一般风险
2025/12/1 15:16,监测1,0,0,0,0.53,14.37,84.09,7.71,正常,一般风险
2025/12/1 15:14,监测1,0,0,0,0.52,15.51,111.37,7.7,正常,一般风险
2025/12/1 15:12,监测1,0,0,0,0.52,9.31,86.3,7.69,正常,一般风险
2025/12/1 15:09,监测1,0,0,0,0.53,12.23,85.91,7.68,正常,一般风险
2025/12/1 15:07,监测1,0,0,0,0.52,12.15,110.18,7.66,正常,一般风险
2025/12/1 15:05,监测1,1.26,2.1,2.15,0.58,22.84,226.4,7.65,正常,一般风险
2025/12/1 15:03,监测1,0,0,0,0.55,14.61,103.05,7.64,正常,一般风险
2025/12/1 15:00,监测1,0,0,0,0.54,13.08,102.4,7.63,正常,一般风险
2025/12/1 14:58,监测1,0,0,0,0.52,10.88,59.11,7.61,正常,一般风险
2025/12/1 14:56,监测1,0,0,0,0.51,11.97,102.55,7.6,正常,一般风险
2025/12/1 14:54,监测1,0,0,0,0.53,11.2,96.97,7.59,正常,一般风险
2025/12/1 14:51,监测1,0,0,0,0.54,15.71,70.12,7.58,正常,一般风险
2025/12/1 14:49,监测1,0,0,0,0.53,13.98,52.57,7.56,正常,一般风险
2025/12/1 14:46,监测1,0,0,0,0.51,12.25,101.09,7.55,正常,一般风险
2025/12/1 14:43,监测1,0,0,0,0.54,10.66,53.88,7.54,正常,一般风险
2025/12/1 14:41,监测1,0,0,0,0.52,16.19,57.3,7.53,正常,一般风险
2025/12/1 14:39,监测1,0,0,0,0.53,9.25,61.15,7.51,正常,一般风险
2025/12/1 14:37,监测1,0,0,0,0.53,15.79,108.49,7.5,正常,一般风险
2025/12/1 14:34,监测1,0,0,0,0.53,16.6,71.98,7.49,正常,一般风险
2025/12/1 14:32,监测1,0,0,0,0.52,15.64,53.49,7.48,正常,一般风险
2025/12/1 14:30,监测1,0,0,0,0.54,11.24,64.76,7.46,正常,一般风险
2025/12/1 14:28,监测1,0,0,0,0.54,16.56,68.54,7.45,正常,一般风险
2025/12/1 14:25,监测1,0,0,0,0.52,11.77,106.28,7.44,正常,一般风险
2025/12/1 14:23,监测1,0,0,0,0.54,9.5,65.11,7.43,正常,一般风险
2025/12/1 14:21,监测1,0,0,0,0.52,13.62,54.54,7.41,正常,一般风险
2025/12/1 14:18,监测1,0,0,0,0.52,16.52,73.71,7.4,正常,一般风险
2025/12/1 14:16,监测1,1.14,1.9,1.92,0.57,22.93,219.44,7.39,正常,一般风险
2025/12/1 14:14,监测1,0,0,0,0.53,14.09,81.39,7.38,正常,一般风险
2025/12/1 14:12,监测1,1.16,1.93,1.95,0.56,21.08,219.53,7.36,正常,一般风险
2025/12/1 14:09,监测1,1.31,2.18,2.2,0.6,20.37,280.26,7.35,正常,一般风险
2025/12/1 14:07,监测1,0,0,0,0.54,10.96,51.84,7.34,正常,一般风险
2025/12/1 14:05,监测1,0,0,0,0.53,11.36,100.46,7.33,正常,一般风险
2025/12/1 14:03,监测1,0,0,0,0.52,12.1,88.08,7.31,正常,一般风险
2025/12/1 13:59,监测1,1.21,2.02,2.03,0.56,24.94,264.39,7.3,正常,一般风险
2025/12/1 13:57,监测1,0,0,0,0.52,10.73,86.36,7.29,正常,一般风险
2025/12/1 13:55,监测1,0,0,0,0.51,14.25,89.63,7.28,正常,一般风险
2025/12/1 13:52,监测1,0,0,0,0.53,13.82,63.89,7.26,正常,一般风险
2025/12/1 13:50,监测1,1.31,2.18,2.19,0.57,23.17,284.7,7.25,正常,一般风险
2025/12/1 13:48,监测1,1.3,2.17,2.17,0.57,23.5,289.74,7.24,正常,一般风险
2025/12/1 13:46,监测1,0,0,0,0.51,10.55,105.59,7.23,正常,一般风险
2025/12/1 13:43,监测1,0,0,0,0.53,15.27,62.98,7.21,正常,一般风险
2025/12/1 13:41,监测1,0,0,0,0.51,12.02,61.7,7.2,正常,一般风险
2025/12/1 13:39,监测1,0,0,0,0.55,9.63,90.7,7.19,正常,一般风险
2025/12/1 13:37,监测1,0,0,0,0.51,13.35,108.29,7.18,正常,一般风险
2025/12/1 13:34,监测1,0,0,0,0.53,9.7,79.69,7.16,正常,一般风险
2025/12/1 13:32,监测1,0,0,0,0.52,12.35,68.3,7.15,正常,一般风险
2025/12/1 13:30,监测1,0,0,0,0.53,15.3,68.47,7.14,正常,一般风险
2025/12/1 13:28,监测1,0,0,0,0.53,14.28,55.55,7.13,正常,一般风险
2025/12/1 13:25,监测1,0,0,0,0.52,13.96,71.81,7.11,正常,一般风险
2025/12/1 13:23,监测1,0,0,0,0.51,12.75,73.48,7.1,正常,一般风险
2025/12/1 13:21,监测1,0,0,0,0.52,16.66,65.52,7.09,正常,一般风险
2025/12/1 13:19,监测1,0,0,0,0.53,12.63,106.84,7.08,正常,一般风险
2025/12/1 13:16,监测1,0,0,0,0.51,12.31,77.36,7.06,正常,一般风险
2025/12/1 13:13,监测1,0,0,0,0.51,11.91,78.06,7.05,正常,一般风险
2025/12/1 13:11,监测1,0,0,0,0.52,11.94,56.82,7.04,正常,一般风险
2025/12/1 13:08,监测1,0,0,0,0.55,13.77,91.5,7.03,正常,一般风险
2025/12/1 13:06,监测1,0,0,0,0.51,9.34,111.65,7.01,正常,一般风险
2025/12/1 13:04,监测1,0,0,0,0.54,14.68,97.25,7,正常,一般风险
2025/12/1 13:02,监测1,0,0,0,0.51,10.3,55.86,6.99,正常,一般风险
2025/12/1 12:59,监测1,0,0,0,0.53,11.32,82.14,6.98,正常,一般风险
2025/12/1 12:57,监测1,0,0,0,0.52,13.8,93.74,6.96,正常,一般风险
2025/12/1 12:55,监测1,0,0,0,0.53,10.15,90.56,6.95,正常,一般风险
2025/12/1 12:52,监测1,1.1,1.83,1.81,0.58,21.94,200.45,6.94,正常,一般风险
2025/12/1 12:50,监测1,0,0,0,0.53,14.65,97.78,6.93,正常,一般风险
2025/12/1 12:48,监测1,0,0,0,0.52,12.1,63.9,6.91,正常,一般风险
2025/12/1 12:46,监测1,0,0,0,0.54,16.66,99.94,6.9,正常,一般风险
2025/12/1 12:43,监测1,0,0,0,0.52,13.95,96.3,6.89,正常,一般风险
2025/12/1 12:41,监测1,0,0,0,0.51,15.18,79.18,6.88,正常,一般风险
2025/12/1 12:39,监测1,1.29,2.15,2.11,0.59,22.02,281,6.86,正常,一般风险
2025/12/1 12:37,监测1,0,0,0,0.53,10.68,101.34,6.85,正常,一般风险
2025/12/1 12:34,监测1,0,0,0,0.55,14.06,92.61,6.84,正常,一般风险
2025/12/1 12:32,监测1,0,0,0,0.55,12.37,68.75,6.83,正常,一般风险
2025/12/1 12:29,监测1,0,0,0,0.52,11.54,84.75,6.81,正常,一般风险
2025/12/1 12:26,监测1,0,0,0,0.53,14.81,80.19,6.8,正常,一般风险
2025/12/1 12:24,监测1,0,0,0,0.55,11.09,59.65,6.79,正常,一般风险
2025/12/1 12:22,监测1,1.28,2.13,2.09,0.57,24.31,256.22,6.78,正常,一般风险
2025/12/1 12:20,监测1,0,0,0,0.51,11.98,106.51,6.76,正常,一般风险
2025/12/1 12:17,监测1,0,0,0,0.54,15.05,95.28,6.75,正常,一般风险
2025/12/1 12:15,监测1,0,0,0,0.54,16.31,56,6.74,正常,一般风险
2025/12/1 12:13,监测1,0,0,0,0.53,15.9,61.93,6.73,正常,一般风险
2025/12/1 12:11,监测1,0,0,0,0.51,15.55,97.15,6.71,正常,一般风险
2025/12/1 12:08,监测1,0,0,0,0.54,15.32,70.71,6.7,正常,一般风险
2025/12/1 12:06,监测1,1.12,1.87,1.82,0.57,19.01,261.81,6.69,正常,一般风险
2025/12/1 12:04,监测1,1.14,1.9,1.85,0.56,21.04,251.02,6.68,正常,一般风险
2025/12/1 12:02,监测1,0,0,0,0.51,16.47,86.4,6.66,正常,一般风险
2025/12/1 11:59,监测1,0,0,0,0.54,11.88,75.75,6.65,正常,一般风险
2025/12/1 11:57,监测1,0,0,0,0.51,13.31,91.23,6.64,正常,一般风险
2025/12/1 11:55,监测1,0,0,0,0.52,11.22,73.04,6.63,正常,一般风险
2025/12/1 11:52,监测1,0,0,0,0.53,11.44,55.83,6.61,正常,一般风险
2025/12/1 11:50,监测1,0,0,0,0.54,11.96,79.2,6.6,正常,一般风险
2025/12/1 11:48,监测1,1.28,2.13,2.07,0.57,23.28,268.38,6.59,正常,一般风险
2025/12/1 11:46,监测1,1.16,1.93,1.88,0.58,24.97,257.17,6.58,正常,一般风险
2025/12/1 11:42,监测1,0,0,0,0.53,11.67,67.14,6.56,正常,一般风险
2025/12/1 11:40,监测1,0,0,0,0.53,14.48,92.85,6.55,正常,一般风险
2025/12/1 11:38,监测1,0,0,0,0.53,15.13,98.4,6.54,正常,一般风险
2025/12/1 11:35,监测1,0,0,0,0.53,14.53,74.56,6.53,正常,一般风险
2025/12/1 11:33,监测1,0,0,0,0.52,10.82,52.82,6.51,正常,一般风险
2025/12/1 11:31,监测1,0,0,0,0.52,13.1,92.6,6.5,正常,一般风险
2025/12/1 11:29,监测1,1.25,2.08,2.02,0.56,22.7,226.39,6.49,正常,一般风险
2025/12/1 11:26,监测1,0,0,0,0.51,13.12,75.8,6.48,正常,一般风险
2025/12/1 11:24,监测1,1.27,2.12,2.05,0.58,20.67,223.25,6.46,正常,一般风险
2025/12/1 11:22,监测1,1.14,1.9,1.84,0.58,22.96,257.59,6.45,正常,一般风险
2025/12/1 11:20,监测1,0,0,0,0.53,10.84,105.74,6.44,正常,一般风险
2025/12/1 11:17,监测1,1.11,1.85,1.79,0.58,23.71,214.66,6.43,正常,一般风险
2025/12/1 11:15,监测1,1.25,2.08,2.01,0.59,21.87,228.68,6.41,正常,一般风险
2025/12/1 11:13,监测1,0,0,0,0.53,14.18,85.87,6.4,正常,一般风险
2025/12/1 11:11,监测1,0,0,0,0.54,10.24,67.38,6.39,正常,一般风险
2025/12/1 11:08,监测1,0,0,0,0.52,9.76,82.56,6.38,正常,一般风险
2025/12/1 11:06,监测1,1.25,2.08,2.01,0.58,22.72,237.52,6.36,正常,一般风险
2025/12/1 11:04,监测1,0,0,0,0.52,9.52,63.69,6.35,正常,一般风险
2025/12/1 11:01,监测1,0,0,0,0.54,15.7,107.61,6.34,正常,一般风险
2025/12/1 10:59,监测1,0,0,0,0.53,16.56,70.62,6.33,正常,一般风险
2025/12/1 10:56,监测1,1.18,1.97,1.89,0.59,21.65,225.63,6.31,正常,一般风险
2025/12/1 10:54,监测1,0,0,0,0.53,11.35,107.9,6.3,正常,一般风险
2025/12/1 10:51,监测1,1.11,1.85,1.78,0.56,22.38,224.85,6.29,正常,一般风险
2025/12/1 10:49,监测1,0,0,0,0.51,11.18,62.56,6.28,正常,一般风险
2025/12/1 10:47,监测1,0,0,0,0.53,15.31,70.64,6.26,正常,一般风险
2025/12/1 10:45,监测1,8.5,17.71,17.03,0.92,88.69,1201.19,6.25,正常,重大风险
2025/12/1 10:42,监测1,0,0,0,0.51,11.15,81.14,6.24,正常,一般风险
2025/12/1 10:40,监测1,0,0,0,0.51,15.6,65.08,6.23,正常,一般风险
2025/12/1 10:38,监测1,1.32,2.2,2.11,0.59,23.15,236.49,6.21,正常,一般风险
2025/12/1 10:35,监测1,0,0,0,0.54,14.4,59.97,6.2,正常,一般风险
2025/12/1 10:33,监测1,0,0,0,0.54,16.24,84.37,6.19,正常,一般风险
2025/12/1 10:31,监测1,0,0,0,0.52,12.68,53.22,6.18,正常,一般风险
2025/12/1 10:29,监测1,0,0,0,0.52,10.8,56.94,6.16,正常,一般风险
2025/12/1 10:26,监测1,0,0,0,0.51,10.36,89.57,6.15,正常,一般风险
2025/12/1 10:24,监测1,0,0,0,0.51,13.52,101.88,6.14,正常,一般风险
2025/12/1 10:22,监测1,0,0,0,0.53,9.46,105.39,6.13,正常,一般风险
2025/12/1 10:20,监测1,0,0,0,0.52,9.4,61.07,6.11,正常,一般风险
2025/12/1 10:17,监测1,1.24,2.07,1.98,0.59,23.24,259.93,6.1,正常,一般风险
2025/12/1 10:15,监测1,0,0,0,0.51,14.24,53.16,6.09,正常,一般风险
2025/12/1 10:13,监测1,0,0,0,0.51,10.19,66.63,6.08,正常,一般风险
2025/12/1 10:09,监测1,0,0,0,0.53,13.97,79.95,6.06,正常,一般风险
2025/12/1 10:07,监测1,0,0,0,0.53,10.98,95.06,6.05,正常,一般风险
2025/12/1 10:05,监测1,0,0,0,0.54,10.82,66.06,6.04,正常,一般风险
2025/12/1 10:03,监测1,0,0,0,0.51,11.89,79.89,6.03,正常,一般风险
2025/12/1 10:00,监测1,1.05,1.75,1.68,0.57,24.06,227.9,6.01,正常,一般风险
2025/12/1 9:58,监测1,0,0,0,0.53,13.19,93.29,6,正常,一般风险
2025/12/1 9:56,监测1,0,0,0,0.52,15.04,59.45,5.99,正常,一般风险
2025/12/1 9:54,监测1,0,0,0,0.51,11.84,102.78,5.98,正常,一般风险
2025/12/1 9:51,监测1,0,0,0,0.55,9.79,67.13,5.96,正常,一般风险
2025/12/1 9:49,监测1,0,0,0,0.53,12.27,108.41,5.95,正常,一般风险
2025/12/1 9:47,监测1,0,0,0,0.53,13.01,60.7,5.94,正常,一般风险
2025/12/1 9:45,监测1,1.18,1.97,1.89,0.58,21.54,237.28,5.93,正常,一般风险
2025/12/1 9:42,监测1,0,0,0,0.53,13.85,94.03,5.91,正常,一般风险
2025/12/1 9:40,监测1,0,0,0,0.54,13,96.06,5.9,正常,一般风险
2025/12/1 9:38,监测1,0,0,0,0.53,12.21,62.77,5.89,正常,一般风险
2025/12/1 9:35,监测1,0,0,0,0.52,15.03,59.3,5.88,正常,一般风险
2025/12/1 9:33,监测1,0,0,0,0.51,15.92,58.49,5.86,正常,一般风险
2025/12/1 9:31,监测1,0,0,0,0.51,13.07,97.93,5.85,正常,一般风险
2025/12/1 9:29,监测1,1.16,1.93,1.86,0.58,21.63,231.13,5.84,正常,一般风险
2025/12/1 9:26,监测1,0,0,0,0.53,10.92,96.38,5.83,正常,一般风险
2025/12/1 9:23,监测1,0,0,0,0.52,15.47,58.66,5.81,正常,一般风险
2025/12/1 9:21,监测1,0,0,0,0.54,11.31,67.29,5.8,正常,一般风险
2025/12/1 9:18,监测1,0,0,0,0.52,10.32,78.15,5.79,正常,一般风险
2025/12/1 9:16,监测1,0,0,0,0.53,12.2,69.44,5.78,正常,一般风险
2025/12/1 9:14,监测1,1.17,1.95,1.88,0.59,20.63,223.72,5.76,正常,一般风险
2025/12/1 9:12,监测1,0,0,0,0.51,13.46,56.5,5.75,正常,一般风险
2025/12/1 9:09,监测1,0,0,0,0.52,10.26,87.95,5.74,正常,一般风险
2025/12/1 9:07,监测1,0,0,0,0.54,9.65,107.29,5.73,正常,一般风险
2025/12/1 9:05,监测1,0,0,0,0.53,11.12,56.17,5.71,正常,一般风险
2025/12/1 9:03,监测1,1.12,1.87,1.8,0.56,22.92,250.18,5.7,正常,一般风险
